auction_id,project_auction_start,project_auction_end,project_auction_online,project_accountmanager,project_businessline,project_businessunit,main_category,is_homedelivery,is_public,is_automatic_credit
45265,2020-01-25T17:00:00,2020-01-26T09:00:00,2020-01-17T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45269,2020-01-04T16:00:00,2020-01-14T19:01:00,2020-01-03T00:00:00,106,001. Seller location,Consumer & Small Business,NULL,0,0,0
45271,2020-01-04T16:01:00,2020-01-14T19:01:00,2020-01-03T00:00:00,106,001. Seller location,Consumer & Small Business,NULL,0,1,0
45283,2020-01-02T11:00:00,2020-01-27T18:00:00,2019-12-31T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45292,2020-01-20T16:00:00,2020-01-26T18:01:00,2020-01-17T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Woninginrichting,1,0,0
45310,2020-01-28T13:00:00,2020-01-29T10:00:00,2020-01-24T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45313,2020-01-31T17:00:00,2020-02-01T09:00:00,2020-01-24T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45314,2020-01-31T22:00:00,2020-02-01T17:00:00,2020-01-24T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45316,2020-02-01T22:00:00,2020-02-02T17:00:00,2020-01-24T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45317,2020-01-09T16:00:00,2020-01-17T18:01:00,2020-01-08T00:00:00,106,001. Seller location,Consumer & Small Business,NULL,0,0,0
45318,2020-01-30T16:00:00,2020-02-07T18:01:00,2020-01-29T00:00:00,106,001. Seller location,Consumer & Small Business,NULL,0,0,0
45320,2020-02-19T16:00:00,2020-02-26T18:01:00,2020-02-18T00:00:00,106,001. Recommerce - Pick up,Consumer & Small Business,Consumentenelektronica,0,0,0
45322,2020-01-22T16:00:00,2020-01-29T15:01:00,2020-01-14T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45323,2020-01-29T16:01:00,2020-02-05T15:01:00,2020-01-21T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45328,2020-01-08T16:00:00,2020-01-14T14:50:00,2020-01-08T00:00:00,101,001. Seller location,Consumer & Small Business,Woninginrichting,0,1,0
45686,2020-02-20T08:00:00,2020-02-24T19:30:00,2020-02-19T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45689,2020-01-28T16:00:00,2020-02-10T17:01:00,2020-01-27T00:00:00,105,001. Seller location,Consumer & Small Business,NULL,0,1,0
45502,2020-02-03T16:00:00,2020-02-17T17:01:00,2020-01-31T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
45503,2020-01-29T16:00:00,2020-02-13T17:01:00,2020-01-28T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,Consumentengoederen,0,0,0
45515,2020-01-22T11:00:00,2020-02-03T18:01:00,2020-01-21T00:00:00,103,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,Sieraden en horloges,0,1,0
45520,2020-02-14T11:00:00,2020-02-20T09:32:00,2020-02-13T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45531,2020-02-22T08:00:00,2020-02-28T18:30:00,2020-02-21T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Fietsen,0,0,0
45532,2020-01-31T16:00:00,2020-02-12T17:01:00,2020-01-29T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,NULL,0,0,0
45554,2020-02-07T16:00:00,2020-02-19T18:01:00,2020-02-06T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,NULL,0,1,0
45571,2020-01-30T16:00:00,2020-02-17T15:00:00,2020-01-29T00:00:00,111,001.Insolvency - Pick-up,Consumer & Small Business,Auto's,0,0,0
45575,2020-02-08T16:00:00,2020-02-15T16:01:00,2020-02-06T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45613,2020-01-17T16:00:00,2020-01-22T11:00:00,2020-01-17T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45632,2020-01-24T16:00:00,2020-01-30T17:01:00,2020-01-23T00:00:00,118,001. Auction Centre - Pick up,Consumer & Small Business,Woninginrichting,0,0,0
45655,2020-01-27T16:00:00,2020-02-03T17:30:00,2020-01-24T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
45658,2020-02-10T22:00:00,2020-02-11T20:01:00,2020-02-06T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45661,2020-02-09T22:00:00,2020-02-10T20:01:00,2020-02-06T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45664,2020-02-12T13:00:00,2020-02-13T10:00:00,2020-02-06T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45667,2020-02-14T22:00:00,2020-02-15T17:00:00,2020-02-06T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45668,2020-02-15T17:00:00,2020-02-16T09:00:00,2020-02-06T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45671,2020-02-04T16:01:00,2020-02-11T15:01:00,2020-01-31T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45672,2020-02-11T16:01:00,2020-02-18T15:01:00,2020-02-07T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45673,2020-02-18T16:01:00,2020-02-25T15:01:00,2020-02-14T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45674,2020-02-06T16:01:00,2020-02-13T17:01:00,2020-02-03T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
43238,2019-12-28T16:00:00,2020-01-05T15:01:00,2019-12-26T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
43255,2020-01-04T16:00:00,2020-01-12T15:01:00,2020-01-02T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
43266,2019-12-28T16:00:00,2020-01-05T15:01:00,2019-12-27T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
43275,2020-01-11T16:00:00,2020-01-19T15:01:00,2020-01-09T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
43385,2020-01-06T16:00:00,2020-01-13T15:01:00,2020-01-03T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
43857,2020-01-01T16:00:00,2020-01-08T18:00:00,2019-11-09T00:00:00,104,001. Schipveilingen,Consumer & Small Business,NULL,0,1,0
43858,2020-01-09T16:00:00,2020-01-16T18:01:00,2019-12-06T00:00:00,104,001. Schipveilingen,Consumer & Small Business,NULL,0,1,0
44034,2020-01-08T16:00:00,2020-01-15T15:01:00,2020-01-03T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44035,2020-01-15T16:00:00,2020-01-22T15:01:00,2020-01-07T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44165,2019-12-31T16:00:00,2020-01-04T16:00:00,2019-12-30T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44176,2020-01-07T16:00:00,2020-01-10T16:00:00,2020-01-06T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44191,2020-01-07T16:00:00,2020-01-14T15:01:00,2020-01-03T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44514,2019-12-20T16:00:00,2020-01-13T17:00:00,2019-12-16T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
44563,2020-01-15T16:00:00,2020-01-23T15:04:00,2020-01-10T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44643,2020-01-18T16:00:00,2020-01-26T17:01:00,2020-01-17T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44644,2020-01-25T16:00:00,2020-02-02T17:01:00,2020-01-24T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44645,2020-02-01T16:00:00,2020-02-09T17:01:00,2020-01-31T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44648,2020-01-20T16:00:00,2020-01-28T19:01:00,2020-01-17T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
44657,2020-02-11T16:00:00,2020-02-25T22:59:00,2020-01-08T00:00:00,104,001. Schipveilingen,Consumer & Small Business,NULL,0,1,0
44767,2019-12-28T11:00:00,2020-01-04T18:32:00,2019-12-27T00:00:00,100,001. Art Recurrent,Art & Antiques,NULL,1,1,0
44796,2020-02-02T08:00:00,2020-02-08T18:02:00,2020-01-31T00:00:00,103,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45700,2020-01-28T11:00:00,2020-02-11T15:00:00,2020-01-24T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45705,2020-02-09T11:00:00,2020-02-16T19:01:00,2020-02-07T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,1,1,0
45707,2020-02-17T11:00:00,2020-02-24T11:01:00,2020-02-14T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,1,1,0
45725,2020-01-27T16:00:00,2020-02-11T15:00:00,2020-01-24T00:00:00,111,001. Insolvency - Delivey,Consumer & Small Business,NULL,1,0,0
45729,2020-01-31T16:00:00,2020-02-11T16:01:00,2020-01-30T00:00:00,105,001. Seller location,Consumer & Small Business,NULL,0,1,0
45744,2020-02-06T16:01:00,2020-02-17T19:00:00,2020-02-05T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45745,2020-02-01T16:00:00,2020-02-11T19:01:00,2020-01-31T00:00:00,106,001. Seller location,Consumer & Small Business,NULL,0,0,0
45750,2020-02-07T08:00:00,2020-02-17T19:01:00,2020-02-05T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45754,2020-02-08T08:00:00,2020-02-14T15:04:00,2020-02-07T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45798,2020-01-30T11:00:00,2020-02-09T09:02:00,2020-01-29T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45802,2020-02-14T16:01:00,2020-02-19T19:01:00,2020-02-12T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45815,2020-02-10T16:00:00,2020-02-24T17:01:00,2020-02-07T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
45820,2020-02-18T16:01:00,2020-02-22T15:04:00,2020-02-16T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,1
44820,2019-12-23T16:00:00,2020-01-06T15:00:00,2019-12-20T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
44827,2019-12-24T23:00:00,2020-01-07T22:59:00,2019-12-20T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,0,0
44868,2020-01-20T16:00:00,2020-02-11T18:01:00,2020-01-17T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,1,0
44877,2020-01-01T13:00:00,2020-01-02T10:00:00,2019-12-27T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44885,2020-01-04T08:00:00,2020-01-13T19:01:00,2020-01-03T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
44906,2020-02-03T16:00:00,2020-02-10T15:02:00,2020-01-31T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,0,0,0
45344,2020-01-28T16:00:00,2020-02-01T16:00:00,2020-01-27T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45376,2020-01-24T11:00:00,2020-01-31T10:02:00,2020-01-23T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,1,1,0
45381,2020-01-24T11:00:00,2020-01-31T18:31:00,2020-01-17T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,0,1,0
45391,2020-01-27T11:00:00,2020-02-03T12:02:00,2020-01-24T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45394,2020-01-30T11:00:00,2020-02-06T12:32:00,2020-01-24T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45398,2020-01-11T11:00:00,2020-01-19T17:02:00,2020-01-10T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,1,1,0
45403,2020-01-20T16:00:00,2020-01-28T18:30:00,2020-01-15T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45409,2020-02-05T16:00:00,2020-02-19T18:01:00,2020-02-04T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45419,2020-02-12T16:00:00,2020-02-18T18:01:00,2020-02-11T00:00:00,101,001. Seller location,Consumer & Small Business,Woninginrichting,0,1,0
45421,2020-02-07T16:00:00,2020-02-13T18:01:00,2020-02-03T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,0
45430,2020-01-13T16:00:00,2020-01-28T18:00:00,2020-01-10T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45431,2020-01-13T16:00:00,2020-01-28T17:01:00,2020-01-10T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45454,2020-01-15T16:00:00,2020-01-22T18:30:00,2020-01-14T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45465,2020-02-05T22:00:00,2020-02-06T20:00:00,2020-01-31T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45468,2020-02-03T13:00:00,2020-02-04T10:00:00,2020-01-31T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45470,2020-02-05T13:00:00,2020-02-06T10:00:00,2020-01-31T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45513,2020-01-23T16:00:00,2020-02-03T19:00:00,2020-01-22T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45548,2020-01-20T16:00:00,2020-01-27T14:00:00,2020-01-17T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45563,2020-02-17T11:00:00,2020-02-24T19:01:00,2020-02-14T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,0,1,0
45564,2020-02-19T11:00:00,2020-02-26T10:02:00,2020-02-18T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
44926,2020-01-03T16:00:00,2020-01-09T17:32:00,2019-12-27T00:00:00,106,001. Auction Centre - Pick up,Consumer & Small Business,NULL,0,0,0
44933,2019-12-23T16:00:00,2020-01-06T14:00:00,2019-12-20T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
44954,2020-01-16T16:00:00,2020-01-23T17:01:00,2020-01-13T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44962,2019-12-27T16:00:00,2020-01-06T17:30:00,2019-12-24T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
44963,2019-12-27T16:00:00,2020-01-06T18:00:00,2019-12-24T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
44976,2020-01-06T22:00:00,2020-01-07T20:00:00,2020-01-03T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44979,2020-01-09T22:00:00,2020-01-10T20:00:00,2020-01-03T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44999,2020-01-08T23:00:00,2020-01-15T18:30:00,2020-01-03T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Motoren,0,1,0
45000,2020-01-22T23:00:00,2020-01-29T18:30:00,2020-01-17T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Motoren,0,1,0
45008,2020-01-15T16:00:00,2020-01-19T15:03:00,2020-01-14T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45013,2020-02-19T16:00:00,2020-02-23T15:03:00,2020-02-18T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45023,2020-01-06T11:00:00,2020-01-12T18:02:00,2020-01-03T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45024,2020-01-13T11:00:00,2020-01-19T18:02:00,2020-01-10T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45031,2019-12-24T11:00:00,2020-01-09T15:00:00,2019-12-18T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45034,2019-12-31T16:00:00,2020-01-07T19:01:00,2019-12-27T00:00:00,102,001. Seller location,Consumer & Small Business,NULL,0,0,0
45037,2020-01-28T16:00:00,2020-02-05T19:01:00,2020-01-24T00:00:00,102,001. Seller location,Consumer & Small Business,NULL,0,0,0
45039,2020-01-28T16:00:00,2020-02-04T18:30:00,2020-01-27T00:00:00,NULL,NULL,NULL,NULL,0,0,0
45049,2020-02-04T16:00:00,2020-02-12T18:01:00,2020-01-31T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45050,2020-02-18T16:00:00,2020-02-26T18:01:00,2020-02-14T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45051,2019-12-25T11:00:00,2020-01-01T18:30:00,2019-12-20T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45053,2020-02-15T08:00:00,2020-02-20T18:30:00,2020-02-14T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,NULL,0,0,0
45064,2020-01-09T16:00:00,2020-01-15T18:01:00,2020-01-03T00:00:00,104,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45066,2020-01-30T16:00:00,2020-02-05T18:01:00,2020-01-24T00:00:00,104,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45068,2020-02-13T16:00:00,2020-02-19T18:01:00,2020-02-07T00:00:00,104,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45091,2020-01-08T16:00:00,2020-01-20T18:01:00,2020-01-06T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,1,0
45094,2020-01-18T16:00:00,2020-01-28T18:01:00,2020-01-17T00:00:00,103,001. Seller location,Consumer & Small Business,Horeca,0,1,0
45098,2020-01-14T16:00:00,2020-01-19T19:01:00,2020-01-13T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45099,2020-01-21T16:00:00,2020-01-26T19:01:00,2020-01-20T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45821,2020-02-25T16:01:00,2020-02-29T15:04:00,2020-02-23T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,1
45833,2020-02-14T16:00:00,2020-02-27T18:02:00,2020-02-12T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,1,0
45847,2020-02-20T22:00:00,2020-02-21T20:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45852,2020-02-17T13:00:00,2020-02-18T10:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45853,2020-02-18T13:00:00,2020-02-19T10:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45877,2020-02-12T11:00:00,2020-02-19T10:31:00,2020-02-11T00:00:00,109,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,NULL,1,1,0
45880,2020-02-21T11:00:00,2020-02-28T19:02:00,2020-02-20T00:00:00,109,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,NULL,1,1,0
45901,2020-02-07T11:00:00,2020-02-14T19:01:00,2020-02-06T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45902,2020-02-08T11:00:00,2020-02-15T20:01:00,2020-02-07T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45906,2020-02-11T11:00:00,2020-02-18T18:32:00,2020-02-07T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45909,2020-02-14T11:00:00,2020-02-21T18:32:00,2020-02-13T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45914,2020-02-19T11:00:00,2020-02-26T10:02:00,2020-02-18T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45916,2020-02-21T11:00:00,2020-02-28T12:01:00,2020-02-20T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45950,2020-02-10T16:00:00,2020-02-19T14:00:00,2020-02-07T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45955,2020-02-15T11:00:00,2020-02-22T19:01:00,2020-02-13T00:00:00,100,001. Art Recurrent,Art & Antiques,Wijn,0,1,0
45968,2020-02-10T16:01:00,2020-02-17T17:01:00,2020-02-07T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
45996,2020-02-17T16:00:00,2020-02-24T12:00:00,2020-02-14T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,0,0,0
46006,2020-02-24T13:00:00,2020-02-25T10:00:00,2020-02-20T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
46011,2020-02-28T22:00:00,2020-02-29T17:01:00,2020-02-20T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
46020,2020-02-04T11:00:00,2020-02-10T17:01:00,2020-02-04T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
46024,2020-02-08T16:01:00,2020-02-15T18:01:00,2020-02-06T00:00:00,116,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45591,2020-01-31T16:01:00,2020-02-06T17:32:00,2020-01-24T00:00:00,106,001. Auction Centre - Pick up,Consumer & Small Business,NULL,0,0,0
45605,2020-02-07T16:00:00,2020-02-12T19:01:00,2020-02-06T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45610,2020-02-11T16:00:00,2020-02-17T18:01:00,2020-02-07T00:00:00,103,001. Seller location,Consumer & Small Business,Houtindustrie,0,0,0
45618,2020-02-08T16:01:00,2020-02-18T18:01:00,2020-02-07T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,0,0
45623,2020-01-24T16:00:00,2020-02-02T19:00:00,2020-01-23T00:00:00,115,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
46074,2020-02-18T16:01:00,2020-02-27T19:01:00,2020-02-17T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,0,0
45108,2020-01-22T16:00:00,2020-01-30T19:01:00,2020-01-21T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45625,2020-02-19T16:00:00,2020-02-27T19:01:00,2020-02-18T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
46077,2020-02-07T11:00:00,2020-02-17T10:01:00,2020-02-06T00:00:00,100,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,NULL,0,1,0
45115,2020-01-10T16:00:00,2020-01-14T19:01:00,2020-01-09T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45120,2020-01-17T16:00:00,2020-01-22T19:01:00,2020-01-16T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45126,2020-01-20T16:00:00,2020-02-04T17:01:00,2020-01-17T00:00:00,109,001. Seller location,Consumer & Small Business,NULL,0,1,0
46116,2020-02-10T23:00:00,2020-02-17T11:00:00,2020-02-11T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45127,2020-01-23T16:00:00,2020-01-27T19:01:00,2020-01-22T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
46122,2020-02-14T10:00:00,2020-02-17T15:01:00,2020-02-13T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
45652,2020-01-29T16:00:00,2020-02-05T18:00:00,2020-01-24T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45654,2020-02-25T09:00:00,2020-02-25T15:00:00,2020-02-19T00:00:00,103,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,1,1
45657,2020-02-09T13:00:00,2020-02-10T10:00:00,2020-02-06T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45660,2020-02-10T13:00:00,2020-02-11T10:00:00,2020-02-06T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45662,2020-02-13T22:00:00,2020-02-14T20:01:00,2020-02-06T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
46207,2020-02-21T10:00:00,2020-02-24T18:01:00,2020-02-21T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
45663,2020-02-11T13:00:00,2020-02-12T10:00:00,2020-02-06T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45695,2020-01-23T16:01:00,2020-02-10T18:00:00,2020-01-22T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45733,2020-02-18T08:00:00,2020-02-24T17:01:00,2020-02-17T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,0,0
45737,2020-01-23T16:00:00,2020-01-27T15:01:00,2020-01-22T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45776,2020-02-20T16:00:00,2020-02-27T17:32:00,2020-02-14T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45804,2020-02-19T16:01:00,2020-02-23T19:01:00,2020-02-17T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45825,2020-02-10T16:00:00,2020-02-21T17:01:00,2020-02-07T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45841,2020-02-08T16:01:00,2020-02-19T18:01:00,2020-02-07T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,NULL,0,0,0
45851,2020-02-16T13:00:00,2020-02-17T10:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45857,2020-02-21T22:00:00,2020-02-22T17:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45130,2020-01-25T16:00:00,2020-01-30T19:01:00,2020-01-24T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45131,2020-01-29T16:00:00,2020-02-02T19:01:00,2020-01-28T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45133,2020-01-16T11:00:00,2020-01-23T11:02:00,2020-01-15T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45137,2020-01-31T16:00:00,2020-02-04T19:01:00,2020-01-30T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45149,2019-12-31T16:00:00,2020-01-14T17:01:00,2019-12-30T00:00:00,102,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45150,2020-01-12T11:00:00,2020-01-21T12:02:00,2020-01-09T00:00:00,103,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,Sieraden en horloges,1,1,0
45162,2020-01-10T11:00:00,2020-01-17T10:02:00,2020-01-10T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
